,Unnamed: 0,bedrooms,Sqft.,lot Sqft.,full baths,half baths,stories,year built,Private Pool,zip,price
20214,"1562 Rustling Creek Drive Missouri City, TX 77459",3.0,1638.0,4671.0,2.0,0,1.0,2022.0,False,77459,329990.0
20215,"10007 Knollwood Lane Missouri City, TX 77459",5.0,3567.0,8777.0,4.0,1,2.0,2022.0,False,77459,659990.0
20216,"10415 Fountain Shore Drive Missouri City, TX 77459",5.0,4557.0,11300.0,4.0,1,2.0,2021.0,False,77459,1026574.0
20217,"9407 Water Breeze Court Missouri City, TX 77459",4.0,2947.0,8080.0,3.0,0,2.0,2021.0,False,77459,598693.0
20218,"1715 Rustling Creek Drive Missouri City, TX 77459",4.0,2504.0,8693.0,3.0,1,2.0,2021.0,False,77459,549672.0
20219,"10519 Harvest Oak Court Missouri City, TX 77459",4.0,3455.0,9244.0,3.0,1,2.0,2021.0,False,77459,724855.0
20220,"10515 Harvest Oak Court Missouri City, TX 77459",4.0,3137.0,9483.0,3.0,0,1.0,2021.0,False,77459,699061.0
20221,"10419 Fountain Shore Drive Missouri City, TX 77459",4.0,3948.0,12094.0,4.0,1,1.0,2021.0,False,77459,998901.0
20222,"10118 Native Grove Drive Missouri City, TX 77459",2.0,1579.0,0.0,2.0,0,1.0,2022.0,False,77459,389629.0
20223,"3914 Dry Creek Drive Missouri City, TX 77459",3.0,1831.0,0.0,2.0,0,1.0,2022.0,False,77459,372190.0
20225,"6526 Summer Ridge Drive Missouri City, TX 77489",3.0,1488.0,7100.0,2.0,0,1.0,1978.0,False,77489,230000.0
20226,"1815 Waters Branch Drive Missouri City, TX 77459",4.0,2726.0,6345.0,3.0,1,2.0,2022.0,False,77459,495000.0
20227,"10222 Water Harbor Drive Missouri City, TX 77459",2.0,1579.0,0.0,2.0,0,1.0,2022.0,False,77459,399741.0
20228,"10218 Water Harbor Drive Missouri City, TX 77459",2.0,1579.0,0.0,2.0,0,1.0,2022.0,False,77459,387440.0
20229,"10214 Water Harbor Drive Missouri City, TX 77459",3.0,1979.0,0.0,3.0,0,2.0,2022.0,False,77459,470642.0
20230,"10210 Water Harbor Drive Missouri City, TX 77459",3.0,1979.0,0.0,3.0,0,2.0,2022.0,False,77459,475010.0
20232,"1918 Camille Park Drive Missouri City, TX 77459",4.0,3509.0,9511.0,4.0,0,2.0,2021.0,False,77459,724572.0
20233,"16606 Quail Briar Drive Missouri City, TX 77489",4.0,1864.0,6710.0,2.0,0,1.0,1980.0,False,77489,220000.0
20235,"2703 Miami Court Friendswood, TX 77546",4.0,3778.0,13661.0,3.0,1,2.0,1998.0,False,77546,695000.0
20236,"516 Falcon Lake Drive Friendswood, TX 77546",3.0,3113.0,12225.0,3.0,0,1.0,2006.0,False,77546,439500.0
20237,"16911 Ravine Circle Friendswood, TX 77546",3.0,1488.0,9590.0,2.0,0,1.0,1972.0,False,77546,349900.0
20238,"503 W Castle Harbour Drive Friendswood, TX 77546",3.0,1694.0,14655.0,2.0,0,1.0,1976.0,True,77546,317000.0
20239,"4719 Backenberry Drive Friendswood, TX 77546",3.0,2032.0,6300.0,2.0,0,1.0,1987.0,False,77546,342000.0
20240,"3936 Laura Leigh Drive Friendswood, TX 77546",3.0,1610.0,3160.0,3.0,0,2.0,1972.0,False,77546,220900.0
20241,"328 Saint Cloud Drive Friendswood, TX 77546",3.0,1879.0,9420.0,2.0,0,1.0,1980.0,False,77546,300000.0
20242,"16911 Lighthouse View Drive Friendswood, TX 77546",3.0,2434.0,5837.0,2.0,1,2.0,1995.0,False,77546,319000.0
20243,"1603 Cascade Falls Drive Friendswood, TX 77546",3.0,2501.0,12440.0,2.0,0,1.0,2002.0,False,77546,489000.0
20244,"3107 Autumn Leaf Drive Friendswood, TX 77546",4.0,2668.0,8745.0,3.0,0,1.0,2006.0,False,77546,400000.0
20245,"2216 Lakeway Drive Friendswood, TX 77546",4.0,3487.0,15608.0,3.0,1,1.0,2002.0,True,77546,723300.0
20246,"2103 Pine Drive Friendswood, TX 77546",4.0,4399.0,0.0,3.0,1,2.0,1978.0,True,77546,1500000.0
20247,"4727 Five Knolls Drive Friendswood, TX 77546",3.0,2610.0,6300.0,2.0,1,2.0,1988.0,False,77546,329900.0
20248,"16011 Leigh Canyon Drive Friendswood, TX 77546",3.0,2111.0,5700.0,2.0,1,2.0,1991.0,False,77546,320000.0
20249,"9 Whittier Drive Friendswood, TX 77546",3.0,2063.0,17347.0,2.0,1,1.0,1994.0,False,77546,395000.0
20250,"2512 Ivy Stone Lane Friendswood, TX 77546",5.0,3562.0,8372.0,3.0,1,2.0,2007.0,True,77546,650000.0
20251,"2543 Harvest Cove Friendswood, TX 77546",3.0,1686.0,7770.0,2.0,0,1.0,1980.0,False,77546,270000.0
20252,"935 Layfair Place Friendswood, TX 77546",4.0,2563.0,0.0,2.0,1,1.0,1979.0,False,77546,530000.0
20253,"1703 San Jose Street Friendswood, TX 77546",3.0,1762.0,7679.0,2.0,0,1.0,1987.0,False,77546,299000.0
20254,"127 Dorado Drive Friendswood, TX 77546",4.0,2593.0,14327.0,3.0,0,1.0,2022.0,False,77546,523990.0
20255,"2618 Raven Falls Lane Friendswood, TX 77546",3.0,1956.0,6578.0,2.0,0,1.0,2000.0,False,77546,326000.0
20256,"710 Hidden Woods Lane Friendswood, TX 77546",4.0,2531.0,11700.0,2.0,1,1.0,2000.0,False,77546,475000.0
20257,"2002 Plantation Drive Friendswood, TX 77546",4.0,3759.0,11691.0,3.0,1,2.0,1993.0,True,77546,550000.0
20258,"16118 Arborlea Drive Friendswood, TX 77546",4.0,2228.0,7350.0,2.0,1,2.0,1992.0,False,77546,360000.0
20259,"17138 Barcelona Drive Friendswood, TX 77546",3.0,1500.0,7050.0,2.0,0,1.0,1974.0,False,77546,259786.0
20260,"1408 S Friendswood Drive #202 Friendswood, TX 77546",4.0,2393.0,2549.0,2.0,1,2.0,2002.0,False,77546,379900.0
20262,"4422 Peridot Lane Friendswood, TX 77546",3.0,1729.0,8400.0,2.0,0,1.0,1973.0,False,77546,279900.0
20263,"3722 Thursa Lane Friendswood, TX 77546",3.0,1704.0,9550.0,2.0,0,1.0,1976.0,False,77546,290000.0
20265,"3831 Misty Falls Lane Friendswood, TX 77546",4.0,2919.0,7500.0,2.0,1,2.0,2004.0,False,77546,364800.0
20266,"2234 Mason Terrace Drive Friendswood, TX 77546",4.0,3227.0,9462.0,3.0,1,1.0,2022.0,False,77546,748298.0
20267,"2245 Mason Terrace Drive Friendswood, TX 77546",4.0,4411.0,11598.0,3.0,1,2.0,2022.0,False,77546,898992.0
20268,"1206 Verdun Lane Friendswood, TX 77546",4.0,2557.0,12153.0,2.0,1,2.0,1986.0,False,77546,569000.0
20269,"4214 Lucian Lane Friendswood, TX 77546",3.0,1692.0,8320.0,2.0,0,1.0,1975.0,False,77546,279900.0
20270,"814 Camelot Lane Friendswood, TX 77546",3.0,1641.0,9775.0,2.0,0,1.0,1970.0,True,77546,295000.0
20271,"2241 Mason Terrace Drive Friendswood, TX 77546",4.0,4167.0,10387.0,4.0,1,2.0,2022.0,False,77546,868809.0
20272,"2315 Farriers Bend Drive Friendswood, TX 77546",3.0,1608.0,6900.0,2.0,0,1.0,1979.0,False,77546,239000.0
20273,"3105 Autumn Leaf Drive Friendswood, TX 77546",4.0,3113.0,9803.0,3.0,1,2.0,2001.0,False,77546,445000.0
20274,"9 Earlham Drive Friendswood, TX 77546",3.0,2157.0,20168.0,2.0,0,1.0,1978.0,True,77546,460000.0
20275,"2831 Love Lane Friendswood, TX 77546",4.0,3414.0,12823.0,3.0,1,2.0,1998.0,False,77546,495000.0
20276,"111 Dunbar Estates Drive #502 Friendswood, TX 77546",2.0,1152.0,4863.0,2.0,0,2.0,1984.0,False,77546,130000.0
20277,"2524 Ivy Stone Lane Friendswood, TX 77546",5.0,3562.0,9047.0,3.0,1,2.0,2007.0,False,77546,594200.0
20278,"505 Regency Court Friendswood, TX 77546",5.0,3476.0,11318.0,4.0,0,2.0,1993.0,True,77546,539200.0
20279,"909 Riverside Court Friendswood, TX 77546",2.0,1947.0,11939.0,2.0,0,1.0,1965.0,True,77546,289000.0
20280,"2306 Tall Ships Drive Friendswood, TX 77546",3.0,1612.0,6600.0,2.0,0,1.0,1983.0,False,77546,265000.0
20281,"1008 Middlecreek Street Friendswood, TX 77546",3.0,2763.0,14854.0,2.0,1,2.0,1985.0,False,77546,445000.0
20282,"1808 Desota Street Friendswood, TX 77546",5.0,2775.0,7455.0,2.0,1,2.0,1993.0,False,77546,434900.0
20283,"307 Live Oak Lane Friendswood, TX 77546",3.0,1762.0,4612.0,2.0,0,1.0,1998.0,False,77546,275000.0
20284,"16811 Man O War Lane Friendswood, TX 77546",3.0,2236.0,6825.0,2.0,1,2.0,1985.0,False,77546,309900.0
20285,"2864 Everett Drive Friendswood, TX 77546",4.0,3192.0,11700.0,3.0,1,2.0,2001.0,True,77546,489700.0
20286,"4016 Laura Leigh Drive Friendswood, TX 77546",3.0,1610.0,3470.0,3.0,0,2.0,1972.0,False,77546,224900.0
20287,"1810 Eagle Creek Drive Friendswood, TX 77546",5.0,5097.0,12150.0,5.0,1,2.0,2014.0,True,77546,1100000.0
20288,"501 Bellmar Lane Friendswood, TX 77546",3.0,1049.0,6552.0,1.0,1,1.0,1967.0,False,77546,215000.0
20289,"703 Tropicana Court Friendswood, TX 77546",5.0,3408.0,13258.0,3.0,0,2.0,1991.0,False,77546,515000.0
20290,"4476 chestnut cir Circle Friendswood, TX 77546",4.0,2940.0,8629.0,2.0,1,1.0,2005.0,False,77546,419500.0
20291,"1807 Hunt Drive Friendswood, TX 77546",4.0,2367.0,11720.0,2.0,1,1.5,1981.0,True,77546,420000.0
20292,"4803 Red Lantern Drive Friendswood, TX 77546",4.0,2286.0,11087.0,2.0,1,2.0,1989.0,False,77546,399000.0
20293,"2607 Bisontine Street Friendswood, TX 77546",3.0,2620.0,6630.0,2.0,1,2.0,2004.0,False,77546,299900.0
20294,"1810 Streamside Drive Friendswood, TX 77546",4.0,3428.0,11700.0,3.0,1,2.0,1992.0,False,77546,530000.0
20295,"412 Melodywood Drive Friendswood, TX 77546",4.0,3479.0,14481.0,4.0,0,2.0,1993.0,True,77546,569000.0
20296,"310 Rustic Lane Friendswood, TX 77546",4.0,4350.0,0.0,3.0,0,1.0,1998.0,True,77546,950000.0
20297,"16714 Tibet Road Friendswood, TX 77546",3.0,1329.0,6600.0,2.0,0,1.0,1973.0,False,77546,250000.0
20298,"4703 Silver Spruce Lane Friendswood, TX 77546",4.0,2476.0,8187.0,2.0,1,2.0,2004.0,False,77546,344900.0
20299,"16310 Barcelona Drive Friendswood, TX 77546",3.0,1630.0,16392.0,2.0,0,1.0,1975.0,False,77546,234900.0
20300,"2508 Ravenna Court Friendswood, TX 77546",5.0,3049.0,8594.0,3.0,0,2.0,2021.0,True,77546,615000.0
20301,"452 E Castle Harbour Drive Friendswood, TX 77546",4.0,2493.0,11891.0,2.0,1,2.0,1979.0,False,77546,345000.0
20302,"2304 San Augustine Lane Friendswood, TX 77546",4.0,3366.0,11610.0,3.0,0,1.0,1998.0,True,77546,560000.0
20303,"203 Rustic Lane Friendswood, TX 77546",4.0,4972.0,0.0,3.0,1,1.5,1998.0,True,77546,1700000.0
20304,"4004 Laura Leigh Drive Friendswood, TX 77546",2.0,944.0,3190.0,1.0,0,1.0,1972.0,False,77546,145000.0
20305,"403 Gleneagles Drive Friendswood, TX 77546",4.0,2466.0,9884.0,2.0,1,2.0,1979.0,False,77546,349900.0
20306,"245 Saint Cloud Drive Friendswood, TX 77546",4.0,2536.0,9000.0,2.0,0,2.0,1973.0,False,77546,339000.0
20307,"116 Brigadoon Lane Friendswood, TX 77546",3.0,1149.0,6900.0,2.0,0,1.0,1970.0,False,77546,235000.0
20308,"16707 Barkentine Lane Friendswood, TX 77546",3.0,2800.0,9648.0,2.0,1,2.0,1985.0,False,77546,344200.0
20309,"240 Palm Aire Drive Friendswood, TX 77546",4.0,2384.0,10397.0,2.0,1,1.5,1980.0,False,77546,387900.0
20310,"1632 Mossy Stone Drive Friendswood, TX 77546",6.0,4372.0,11786.0,3.0,1,2.0,2004.0,False,77546,699900.0
20311,"5142 Shady Oaks Lane Friendswood, TX 77546",3.0,1873.0,7842.0,2.0,0,1.0,1974.0,False,77546,285000.0
20312,"1205 Timber Lane Friendswood, TX 77546",3.0,1835.0,7500.0,2.0,0,1.0,1976.0,True,77546,309900.0
20313,"1832 Grace Crossing Friendswood, TX 77546",4.0,4700.0,12150.0,3.0,1,2.0,2020.0,True,77546,1199900.0
20315,"210 Stanley Court Friendswood, TX 77546",6.0,5673.0,0.0,5.0,1,2.0,1984.0,True,77546,1390000.0
20316,"16734 Selder Drive Friendswood, TX 77546",3.0,1560.0,6720.0,2.0,0,1.0,1983.0,False,77546,259900.0
20317,"16703 Schooners Way Friendswood, TX 77546",4.0,2296.0,7150.0,2.0,0,1.0,1983.0,False,77546,319000.0
20318,"5123 Royal Parkway Friendswood, TX 77546",3.0,1696.0,10400.0,2.0,0,1.0,1974.0,False,77546,265000.0
20319,"3030 Regata Run Drive Friendswood, TX 77546",3.0,1932.0,7449.0,2.0,0,1.0,1998.0,True,77546,350000.0
20320,"1802 Lavaca Street Friendswood, TX 77546",4.0,2738.0,8668.0,2.0,1,2.0,1986.0,False,77546,389000.0
20321,"1103 Haye Road Friendswood, TX 77546",4.0,3701.0,8040.0,3.0,1,2.0,2014.0,False,77546,450000.0
20322,"1304 Falling Leaf Drive Friendswood, TX 77546",4.0,3855.0,0.0,3.0,3,1.5,1992.0,True,77546,1250000.0
20323,"15606 Heritage Falls Drive Friendswood, TX 77546",4.0,2251.0,9038.0,2.0,0,1.0,1989.0,False,77546,300000.0
20324,"16011 Capistrano Falls Drive Friendswood, TX 77546",3.0,2228.0,6300.0,2.0,1,2.0,1992.0,False,77546,329000.0
20325,"1901 N Mission Circle Friendswood, TX 77546",4.0,3210.0,7362.0,3.0,1,2.0,1991.0,True,77546,485000.0
20326,"334 Gleneagles Drive Friendswood, TX 77546",3.0,2164.0,11911.0,2.0,0,2.0,1978.0,False,77546,320000.0
20327,"513 Hunters Lane Friendswood, TX 77546",4.0,5154.0,33543.0,4.0,1,2.0,2010.0,True,77546,1349000.0
20329,"4426 Peridot Lane Friendswood, TX 77546",3.0,1521.0,7480.0,2.0,0,1.0,1973.0,False,77546,269000.0
20330,"5206 Abercreek Avenue Friendswood, TX 77546",3.0,1932.0,7800.0,2.0,0,1.0,1975.0,True,77546,299000.0
20331,"3950 Laura Leigh Drive Friendswood, TX 77546",3.0,1610.0,3470.0,3.0,0,2.0,1972.0,False,77546,200000.0
20332,"2020 Lundy Lane Friendswood, TX 77546",3.0,2874.0,0.0,2.0,0,1.0,1982.0,False,77546,1200000.0
20333,"1765 Tanner Brook Lane Friendswood, TX 77546",5.0,4609.0,10573.0,5.0,1,2.0,2022.0,False,77546,954332.0
20336,"2204 Stillhouse Hollow Lane Friendswood, TX 77546",5.0,4323.0,10536.0,4.0,1,2.0,2014.0,False,77546,749000.0
20338,"814 Buckingham Drive Friendswood, TX 77546",3.0,1818.0,11921.0,2.0,1,2.0,1983.0,False,77546,331900.0
20339,"2404 Lakeway Drive Friendswood, TX 77546",4.0,3064.0,16251.0,3.0,0,1.0,2013.0,False,77546,559900.0
20340,"502 Brendon Park Lane Friendswood, TX 77546",3.0,1110.0,7044.0,2.0,0,1.0,1966.0,False,77546,235000.0
20341,"1752 Tanner Brook Lane Friendswood, TX 77546",5.0,5474.0,14440.0,5.0,2,1.0,2022.0,False,77546,1454798.0
20342,"3403 Kingston Drive Friendswood, TX 77546",5.0,4698.0,12077.0,4.0,2,2.0,2004.0,True,77546,700000.0
20343,"3400 Volterra Circle Friendswood, TX 77546",3.0,1835.0,6227.0,2.0,0,1.0,2010.0,False,77546,324900.0
20344,"1740 Tanner Brook Lane Friendswood, TX 77546",4.0,3769.0,13583.0,4.0,0,1.0,2022.0,False,77546,1146501.0
20345,"2414 General Colony Drive Friendswood, TX 77546",3.0,1641.0,6600.0,2.0,0,1.0,1981.0,True,77546,265000.0
20346,"1509 Royal Field Lane Friendswood, TX 77546",4.0,3418.0,9350.0,4.0,0,1.5,2016.0,False,77546,615000.0
20347,"131 Cherry Tree Ln Lane Friendswood, TX 77546",5.0,2626.0,9840.0,2.0,1,2.0,1970.0,False,77546,415000.0
20348,"16722 Colony Bend Drive Friendswood, TX 77546",3.0,1661.0,6405.0,2.0,0,1.0,1983.0,False,77546,285000.0
20349,"1304 W Castlewood Avenue Friendswood, TX 77546",3.0,1605.0,11700.0,2.0,0,1.0,1984.0,False,77546,322000.0
20350,"501 Brendon Park Lane Friendswood, TX 77546",3.0,1136.0,7475.0,2.0,0,1.0,1979.0,False,77546,239000.0
20351,"111 Dunbar Estates Drive #904 Friendswood, TX 77546",1.0,788.0,4863.0,1.0,1,2.0,1984.0,False,77546,121900.0
20352,"1620 Longwood Glen Lane Friendswood, TX 77546",4.0,3073.0,7511.0,3.0,1,2.0,2017.0,False,77546,549000.0
20353,"611 Tall Timbers Lane Friendswood, TX 77546",4.0,4384.0,30395.0,3.0,2,2.0,1999.0,False,77546,750000.0
20354,"1110 Pine Hurst Court Friendswood, TX 77546",4.0,3279.0,19607.0,3.0,1,1.0,2003.0,True,77546,875000.0
20355,"1806 Cloud Croft Drive Friendswood, TX 77546",4.0,3445.0,12308.0,3.0,1,2.0,1997.0,True,77546,574900.0
20356,"16314 Forest Bend Avenue Friendswood, TX 77546",4.0,1620.0,6540.0,2.0,0,1.0,1976.0,False,77546,280000.0
20357,"1632 Longwood Glen Lane Friendswood, TX 77546",4.0,3169.0,7369.0,3.0,1,2.0,2018.0,False,77546,639900.0
20358,"203 Falcon Lake Drive Friendswood, TX 77546",4.0,3267.0,11827.0,3.0,0,1.0,2004.0,False,77546,550000.0
20359,"17103 Grey Mist Drive Friendswood, TX 77546",4.0,2101.0,8494.0,2.0,1,2.0,1997.0,False,77546,315000.0
20360,"3108 Tyler Court Friendswood, TX 77546",5.0,5390.0,15000.0,5.0,2,2.0,2014.0,True,77546,1174800.0
20361,"3524 Cortona Lane Friendswood, TX 77546",4.0,2989.0,5000.0,3.0,0,2.0,2015.0,False,77546,389000.0
20362,"1223 Hawkhill Drive Friendswood, TX 77546",5.0,3692.0,12088.0,3.0,1,2.0,1998.0,False,77546,499000.0
20363,"1606 Falcon Ridge Boulevard Friendswood, TX 77546",3.0,2477.0,11761.0,2.0,1,1.0,1990.0,False,77546,395000.0
20365,"1809 Palo Duro Street Friendswood, TX 77546",3.0,2330.0,7492.0,2.0,1,2.0,1986.0,False,77546,355000.0
20366,"401 Regency Court Friendswood, TX 77546",4.0,3149.0,12990.0,3.0,1,2.0,1993.0,False,77546,499900.0
20367,"102 Oak Drive Friendswood, TX 77546",5.0,4648.0,24655.0,4.0,2,2.0,1993.0,True,77546,879900.0
20368,"16818 David Glen Drive Friendswood, TX 77546",3.0,1112.0,6050.0,2.0,0,1.0,1971.0,False,77546,225000.0
20369,"405 Stratmore Drive Friendswood, TX 77546",3.0,1029.0,7020.0,1.0,1,1.0,1966.0,False,77546,224500.0
20370,"5315 Whittier Oaks Drive Friendswood, TX 77546",4.0,3367.0,8235.0,3.0,1,2.0,1980.0,False,77546,465000.0
20371,"4144 Livorno Drive Friendswood, TX 77546-2537",3.0,1931.0,5000.0,2.0,0,1.0,2012.0,False,77546,342000.0
20372,"2554 Austin Trail Friendswood, TX 77546",4.0,2670.0,9069.0,3.0,1,2.0,2022.0,False,77546,519990.0
20373,"4 Haverford Lane Friendswood, TX 77546",4.0,2636.0,15304.0,2.0,1,2.0,1977.0,True,77546,425000.0
20374,"4723 Quiet Canyon Drive Friendswood, TX 77546",4.0,2572.0,9604.0,2.0,1,2.0,2004.0,True,77546,398900.0
20375,"16818 Nina Drive Friendswood, TX 77546",4.0,2140.0,6300.0,2.0,0,1.0,1981.0,False,77546,249000.0
20377,"2016 Yellowstone Trail Friendswood, TX 77546",4.0,3428.0,13528.0,3.0,1,1.0,2021.0,False,77546,995000.0
20378,"405 W Spreading Oaks Avenue Friendswood, TX 77546",6.0,12954.0,0.0,5.0,2,2.0,2006.0,True,77546,4950000.0
20379,"16211 Blackhawk Boulevard Friendswood, TX 77546",3.0,1640.0,7497.0,2.0,0,1.0,1974.0,False,77546,247400.0
20380,"2237 Mason Terrace Drive Friendswood, TX 77546",4.0,3800.0,9591.0,4.0,1,2.0,2022.0,False,77546,834499.0
20381,"1674 Sherwood Glen Drive Friendswood, TX 77546",4.0,2768.0,9450.0,3.0,0,1.0,2022.0,False,77546,679987.0
20382,"1682 Sherwood Glen Drive Friendswood, TX 77546",3.0,2998.0,9450.0,2.0,1,1.0,2022.0,False,77546,689571.0
20383,"1673 Sherwood Glen Drive Friendswood, TX 77546",5.0,3584.0,9100.0,4.0,1,2.0,2022.0,False,77546,792771.0
20384,"2238 Mason Terrace Drive Friendswood, TX 77546",5.0,4627.0,9870.0,6.0,1,2.0,2022.0,False,77546,918969.0
20385,"15806 Cambridge View Drive Friendswood, TX 77546",4.0,2476.0,7552.0,2.0,1,2.0,1990.0,False,77546,314990.0
20386,"2614 Port Carissa Drive Friendswood, TX 77546",3.0,2094.0,6361.0,2.0,1,2.0,1997.0,True,77546,367000.0
20387,"4534 Backenberry Drive Friendswood, TX 77546",5.0,3364.0,8294.0,3.0,1,2.0,1993.0,True,77546,439900.0
20388,"5226 Appleblossom Lane Friendswood, TX 77546",3.0,1480.0,8410.0,2.0,0,1.0,1974.0,False,77546,272000.0
20389,"4326 Lucian Lane Friendswood, TX 77546",3.0,1692.0,8160.0,2.0,0,1.0,1975.0,False,77546,265000.0
20390,"413 Morningside Drive Friendswood, TX 77546",4.0,1776.0,7420.0,2.0,0,1.0,1970.0,False,77546,385000.0
20391,"15 Whittier Drive Friendswood, TX 77546",4.0,3350.0,25099.0,3.0,0,1.0,1977.0,True,77546,519900.0
20392,"2011 San Joaquin Parkway Friendswood, TX 77546",5.0,7254.0,0.0,5.0,1,2.0,1987.0,True,77546,2900000.0
20393,"1873 Round Rock Street Friendswood, TX 77546",5.0,3999.0,11700.0,3.0,1,2.0,2004.0,True,77546,675000.0
20394,"15807 Wandering Trail Friendswood, TX 77546",3.0,1743.0,7728.0,2.0,0,1.0,1974.0,False,77546,250000.0
20395,"3134 Autumn Leaf Drive Friendswood, TX 77546",4.0,3027.0,0.0,3.0,0,1.0,2002.0,False,77546,425000.0
20396,"1804 Anna Way Friendswood, TX 77546",5.0,4800.0,21910.0,4.0,1,2.0,2016.0,True,77546,1125000.0
20397,"304 Brandywyne Drive Friendswood, TX 77546",3.0,1609.0,10410.0,2.0,0,1.0,1966.0,False,77546,259500.0
20398,"2619 Cross Tide Lane Friendswood, TX 77546",4.0,2525.0,6510.0,2.0,0,1.0,2000.0,False,77546,335000.0
20399,"601 High Ridge Drive Friendswood, TX 77546",5.0,4754.0,13500.0,3.0,1,2.0,2002.0,True,77546,665000.0
20400,"15706 Heritage Falls Drive Friendswood, TX 77546",3.0,1547.0,6300.0,2.0,0,1.0,1989.0,False,77546,303000.0
20401,"3004 W Parkwood Avenue Friendswood, TX 77546",2.0,1166.0,35132.0,1.0,1,1.0,1965.0,False,77546,235000.0
20402,"909 Dolan Springs Lane Friendswood, TX 77546",5.0,4185.0,9887.0,4.0,2,2.0,2011.0,False,77546,685000.0
20403,"511 S Shadowbend Avenue Friendswood, TX 77546",3.0,3224.0,0.0,2.0,0,1.0,1960.0,True,77546,1700000.0
20404,"2238 Lakeway Drive Friendswood, TX 77546",6.0,6288.0,15600.0,4.0,0,2.0,2012.0,True,77546,999999.0
20405,"1809 Charro Street Friendswood, TX 77546",4.0,1950.0,7361.0,2.0,0,1.0,1988.0,False,77546,350000.0
20406,"706 Juliabora Court Friendswood, TX 77546",4.0,3095.0,14613.0,3.0,1,2.0,1994.0,True,77546,485000.0
20409,"2304 N Mission Circle Friendswood, TX 77546",4.0,2708.0,7362.0,2.0,1,2.0,1991.0,False,77546,417900.0
20410,"612 Falling Leaf Drive Friendswood, TX 77546",4.0,3234.0,0.0,2.0,1,1.5,1965.0,False,77546,420000.0
20411,"15819 Camp Fire Road Friendswood, TX 77546",4.0,2111.0,6599.0,2.0,1,2.0,1992.0,False,77546,343000.0
20412,"2561 Austin Trail Friendswood, TX 77546",4.0,2593.0,9300.0,3.0,0,1.0,2022.0,False,77546,509990.0
20413,"605 Huntington Lane Friendswood, TX 77546",3.0,1522.0,9200.0,2.0,0,1.0,1966.0,False,77546,273000.0
20414,"2316 Dolan Springs Friendswood, TX 77546",4.0,3765.0,0.0,3.0,1,2.0,2013.0,True,77546,689999.0
20416,"1303 Deepwood Drive Friendswood, TX 77546",2.0,608.0,5000.0,1.0,0,1.0,1955.0,False,77546,70000.0
20417,"116 Bandera Creek Lane Friendswood, TX 77546",4.0,4314.0,15377.0,4.0,1,2.0,2011.0,False,77546,779000.0
20418,"2101 Butler Drive Friendswood, TX 77546",6.0,4950.0,0.0,3.0,2,2.0,1974.0,True,77546,850000.0
20419,"16834 Man O War Lane Friendswood, TX 77546",3.0,1662.0,6300.0,2.0,0,1.0,1984.0,False,77546,269900.0
20420,"1408 S Friendswood Drive #504 Friendswood, TX 77546",4.0,2759.0,2762.0,2.0,1,2.0,2004.0,False,77546,345000.0
20421,"702 Tanglewood Drive Friendswood, TX 77546",3.0,1829.0,11805.0,2.0,1,2.0,1981.0,False,77546,279900.0
20422,"3001 Autumn Creek Drive Friendswood, TX 77546",5.0,3548.0,7884.0,3.0,1,2.0,2001.0,False,77546,429000.0
20423,"4303 Staghorn Lane Friendswood, TX 77546",4.0,3832.0,7800.0,3.0,1,2.0,2014.0,False,77546,493000.0
20424,"209 Los Frailes Drive Friendswood, TX 77546",5.0,6686.0,16350.0,4.0,2,2.0,2022.0,False,77546,2249000.0
20425,"1669 Sherwood Glen Drive Friendswood, TX 77546",5.0,3813.0,9100.0,5.0,1,2.0,2022.0,False,77546,829492.0
20426,"109 Sunset Drive Friendswood, TX 77546",5.0,5400.0,0.0,4.0,0,2.0,2001.0,True,77546,1950000.0
20427,"40 Windsong Lane Friendswood, TX 77546",4.0,5002.0,0.0,5.0,0,2.0,2000.0,True,77546,1579000.0
20428,"1686 Sherwood Glen Drive Friendswood, TX 77546",4.0,2766.0,9450.0,3.0,0,1.0,2022.0,False,77546,688970.0
20429,"1670 Sherwood Glen Drive Friendswood, TX 77546",4.0,2999.0,9450.0,3.0,0,1.0,2022.0,False,77546,739022.0
20430,"210 Quaker Drive Friendswood, TX 77546",4.0,3000.0,6360.0,3.0,1,3.0,2022.0,False,77546,775000.0
20432,"2004 Butler Drive Friendswood, TX 77546",4.0,3559.0,24000.0,2.0,2,2.0,1981.0,True,77546,899000.0
20433,"1685 Sherwood Glen Drive Friendswood, TX 77546",5.0,3996.0,8793.0,5.0,1,2.0,2022.0,False,77546,868519.0
20434,"120 Canal Drive Friendswood, TX 77546",5.0,4847.0,0.0,4.0,0,2.0,2014.0,False,77546,1395000.0
