,Unnamed: 0,bedrooms,Sqft.,lot Sqft.,full baths,half baths,stories,year built,Private Pool,zip,price
19984,"10242 Five Oaks Lane Missouri City, TX 77459",4.0,3145.0,8625.0,3.0,1,2.0,2002.0,False,77459,490000.0
19985,"3218 WOODS CANYON Court Missouri City, TX 77459",4.0,3649.0,7313.0,2.0,1,2.0,2002.0,False,77459,395000.0
19988,"3634 Robinson Road Missouri City, TX 77459",4.0,2779.0,15265.0,3.0,0,1.0,1978.0,False,77459,390000.0
19989,"3615 Garden Way Missouri City, TX 77459",3.0,2505.0,6621.0,2.0,1,1.5,2002.0,False,77459,374900.0
19990,"2315 Quail Valley East Drive Missouri City, TX 77459",4.0,1937.0,8684.0,2.0,0,1.0,1973.0,False,77459,285000.0
19991,"3715 Mission Valley Drive Missouri City, TX 77459",4.0,2573.0,7876.0,2.0,1,2.0,1994.0,False,77459,349000.0
19992,"3502 Joshua Grove Lane Missouri City, TX 77459",4.0,2045.0,0.0,2.0,0,1.0,2022.0,False,77459,392125.0
19993,"3426 Talia Wood Court Missouri City, TX 77459",4.0,2950.0,5079.0,3.0,1,2.0,2022.0,False,77459,489000.0
19994,"3827 Dock View Lane Missouri City, TX 77459",3.0,1364.0,1468.0,2.0,1,2.0,1984.0,False,77459,181000.0
19995,"3315 Central Garden Lane Missouri City, TX 77459",4.0,2329.0,0.0,2.0,0,1.0,2022.0,False,77459,396990.0
19996,"4411 Shady River Missouri City, TX 77459",4.0,2714.0,9153.0,3.0,0,1.0,2002.0,False,77459,439900.0
19997,"2018 Argos Drive Missouri City, TX 77459",4.0,1957.0,5750.0,2.0,0,1.0,2016.0,False,77459,329000.0
19998,"631 Hawthorn Place Missouri City, TX 77459",3.0,1477.0,4830.0,2.0,1,2.0,1985.0,False,77459,285000.0
19999,"9415 Starlight Oak Drive Missouri City, TX 77459",3.0,1931.0,0.0,2.0,1,2.0,2022.0,False,77459,365000.0
20002,"1730 Forest Mist Drive Missouri City, TX 77459",3.0,1979.0,0.0,3.0,0,2.0,2022.0,False,77459,444547.0
20003,"3211 N Park Drive Missouri City, TX 77459",4.0,2204.0,9823.0,2.0,1,1.0,1974.0,True,77459,260000.0
20008,"3731 Auburn Grove Circle Missouri City, TX 77459",5.0,3842.0,7130.0,2.0,1,2.0,2006.0,False,77459,419990.0
20009,"18 Florence Way Drive Missouri City, TX 77459",4.0,4586.0,8927.0,3.0,2,2.0,2014.0,False,77459,749900.0
20010,"3510 Crow Valley Drive Missouri City, TX 77459",3.0,2211.0,8482.0,2.0,1,1.0,1977.0,False,77459,297000.0
20012,"2338 Anzio Court Missouri City, TX 77459",5.0,2821.0,9658.0,3.0,1,2.0,2018.0,False,77459,458000.0
20013,"34 Chiara Court Missouri City, TX 77459",5.0,5096.0,24490.0,6.0,0,2.0,2015.0,False,77459,1150000.0
20014,"7438 Colony Bend Lane Missouri City, TX 77459",4.0,2806.0,7505.0,2.0,1,2.0,1999.0,False,77459,378000.0
20015,"3918 Catania Bay Court Missouri City, TX 77459",4.0,3540.0,6875.0,3.0,1,2.0,2014.0,False,77459,495000.0
20016,"3542 Joshua Grove Lane Missouri City, TX 77459",4.0,2198.0,0.0,2.0,1,2.0,2022.0,False,77459,394990.0
20017,"1947 Waters Branch Drive Missouri City, TX 77459",4.0,2649.0,6449.0,3.0,0,2.0,2022.0,False,77459,499000.0
20018,"3654 Palm Grove Drive Missouri City, TX 77459",3.0,2430.0,20594.0,2.0,1,1.5,1980.0,False,77459,329900.0
20019,"9447 Starlight Oak Drive Missouri City, TX 77459",3.0,1865.0,0.0,2.0,1,2.0,2022.0,False,77459,353640.0
20020,"1910 Waters Branch Drive Missouri City, TX 77459",4.0,2649.0,6826.0,3.0,0,2.0,2022.0,False,77459,495000.0
20021,"9602 Crescent Mill Drive Missouri City, TX 77459",5.0,2925.0,6926.0,4.0,1,2.0,2022.0,False,77459,586000.0
20023,"2527 Bordelon Lane Missouri City, TX 77459",3.0,1820.0,4366.0,2.0,1,2.0,2019.0,False,77459,345000.0
20024,"43 Aviano Circle Missouri City, TX 77459",6.0,5510.0,10800.0,5.0,0,2.0,2019.0,False,77459,959000.0
20025,"1015 Starcross Bend Drive Missouri City, TX 77459",4.0,2196.0,0.0,2.0,1,2.0,2022.0,False,77459,395990.0
20026,"6807 Rhodes Missouri City, TX 77459",4.0,2811.0,9872.0,3.0,1,2.0,2002.0,False,77459,429000.0
20027,"11415 English Rose Trail Missouri City, TX 77459",3.0,2146.0,8733.0,2.0,0,1.0,2008.0,False,77459,325000.0
20028,"1810 Delta Oaks Drive Missouri City, TX 77459",4.0,3757.0,8269.0,3.0,1,2.0,2020.0,False,77459,662900.0
20029,"4410 Laurel Green Court Missouri City, TX 77459",3.0,2011.0,7337.0,2.0,0,1.0,2002.0,False,77459,325000.0
20031,"4103 Chester Bay Lane Missouri City, TX 77459",4.0,3698.0,7798.0,3.0,0,2.0,2019.0,False,77459,480000.0
20032,"9902 Knollwood Lane Missouri City, TX 77459",4.0,4194.0,0.0,3.0,2,2.0,2022.0,False,77459,800000.0
20033,"3231 Fountain Hills Drive Missouri City, TX 77459",5.0,4175.0,7318.0,2.0,1,2.0,2003.0,False,77459,399000.0
20034,"3519 Talia Wood Court Missouri City, TX 77459",4.0,2410.0,4435.0,3.0,1,2.0,2015.0,False,77459,378000.0
20035,"75 Bees Creek Road Missouri City, TX 77459",5.0,6498.0,0.0,6.0,1,2.0,2003.0,True,77459,1624500.0
20036,"1523 Adams Street Missouri City, TX 77489",3.0,2640.0,27748.0,2.0,1,1.0,1970.0,True,77489,395000.0
20037,"9014 Meadow Bridge Drive Missouri City, TX 77459",5.0,3700.0,7947.0,4.0,1,2.0,2022.0,False,77459,723547.0
20038,"9019 Bayou Springs Court Missouri City, TX 77459",5.0,3800.0,9434.0,4.0,1,2.0,2022.0,False,77459,748427.0
20039,"10135 Regatta Shore Missouri City, TX 77459",4.0,4047.0,14342.0,4.0,1,1.0,2022.0,False,77459,1193000.0
20040,"1919 Crescent Oak Drive Missouri City, TX 77459",4.0,3550.0,0.0,3.0,1,2.0,1998.0,False,77459,430000.0
20041,"2507 Fountain Cove Lane Missouri City, TX 77459",5.0,5468.0,20291.0,5.0,2,2.0,2022.0,False,77459,1351222.0
20042,"4501 Cartwright Road #505 Missouri City, TX 77459",1.0,757.0,191751.0,1.0,0,1.0,2007.0,False,77459,190000.0
20043,"9403 Water Breeze Court Missouri City, TX 77459",4.0,2414.0,7908.0,3.0,0,1.0,2022.0,False,77459,574222.0
20044,"9507 Water Breeze Court Missouri City, TX 77459",4.0,2986.0,8092.0,3.0,0,2.0,2022.0,False,77459,649258.0
20045,"1722 Forest Mist Drive Missouri City, TX 77459",3.0,1754.0,0.0,2.0,0,1.0,2022.0,False,77459,429932.0
20046,"9407 Crescent Mill Drive Missouri City, TX 77459",4.0,2496.0,6797.0,3.0,1,1.0,2022.0,False,77459,574222.0
20047,"2627 Seabold Drive Missouri City, TX 77459",4.0,2032.0,7074.0,2.0,0,1.0,2014.0,False,77459,315000.0
20048,"35 Hope Farm Road Missouri City, TX 77459",5.0,5755.0,0.0,4.0,1,2.0,2005.0,True,77459,1598000.0
20049,"2110 Grand Place Drive Missouri City, TX 77459",5.0,4292.0,13300.0,4.0,2,2.0,2016.0,False,77459,799900.0
20050,"4710 Kilmarnoch Way Missouri City, TX 77459",5.0,2539.0,7776.0,2.0,1,2.0,1990.0,True,77459,405000.0
20051,"5027 Chappel Hill Drive Missouri City, TX 77459",3.0,1871.0,6238.0,2.0,0,1.0,1998.0,False,77459,331000.0
20052,"3230 El Dorado Boulevard Missouri City, TX 77459",4.0,4020.0,11040.0,3.0,1,2.0,1984.0,True,77459,570000.0
20053,"3706 Thunderbird Street Missouri City, TX 77459",3.0,2618.0,11468.0,3.0,0,1.0,1972.0,True,77459,340000.0
20054,"10026 Golden Woods Drive Missouri City, TX 77459",5.0,3634.0,10086.0,4.0,1,2.0,2021.0,False,77459,750000.0
20055,"1714 Waters Branch Drive Missouri City, TX 77459",4.0,2131.0,6390.0,3.0,0,2.0,2022.0,False,77459,465000.0
20056,"1830 Waters Branch Drive Missouri City, TX 77459",4.0,2446.0,6335.0,3.0,0,2.0,2022.0,False,77459,518157.0
20057,"3007 Aden Joseph Court Missouri City, TX 77459",4.0,2742.0,6249.0,3.0,1,2.0,2020.0,False,77459,420000.0
20058,"2827 Monarch Crossing Missouri City, TX 77459",5.0,3119.0,7814.0,4.0,0,2.0,2017.0,False,77459,525000.0
20059,"1243 River Rock Drive Missouri City, TX 77489",3.0,0.0,11358.0,2.0,0,1.0,1982.0,False,77489,220000.0
20060,"1942 Olivos Street Missouri City, TX 77459",3.0,2083.0,3325.0,2.0,1,2.0,2022.0,False,77459,468500.0
20061,"9306 Sleepy Gap Way Missouri City, TX 77459",5.0,4919.0,11496.0,3.0,1,2.0,2008.0,True,77459,839000.0
20062,"9019 Meadow Bridge Drive Missouri City, TX 77459",5.0,3774.0,7860.0,4.0,1,2.0,2022.0,False,77459,719452.0
20063,"3319 El Dorado Boulevard Missouri City, TX 77459",4.0,3195.0,13115.0,3.0,1,2.0,1971.0,False,77459,550000.0
20064,"9015 Orchard Cove Missouri City, TX 77459",5.0,4423.0,10393.0,4.0,1,2.0,2022.0,False,77459,1019900.0
20065,"8911 Nature Park Drive Missouri City, TX 77459",4.0,1757.0,6075.0,3.0,0,1.0,2022.0,False,77459,399985.0
20066,"1906 Pleasant Grove Drive Missouri City, TX 77459",4.0,3050.0,8430.0,3.0,1,1.0,2022.0,False,77459,774166.0
20067,"15 Cline Way Missouri City, TX 77459",5.0,4838.0,19199.0,5.0,1,2.0,2010.0,False,77459,815000.0
20068,"1926 Golden Leaf Drive Missouri City, TX 77459",5.0,3309.0,11842.0,5.0,1,1.5,2022.0,False,77459,880363.0
20069,"9806 Knollwood Lane Missouri City, TX 77459",4.0,3054.0,0.0,3.0,0,1.0,2022.0,False,77459,695000.0
20070,"2918 Ashmont Drive Missouri City, TX 77459",4.0,2028.0,9000.0,2.0,1,1.0,1975.0,False,77459,289900.0
20071,"2019 Olivos Street Missouri City, TX 77459",4.0,2534.0,3678.0,3.0,1,2.0,2022.0,False,77459,570000.0
20072,"2003 Olivos Street Missouri City, TX 77459",3.0,1776.0,2694.0,2.0,1,2.0,2022.0,False,77459,399500.0
20073,"2011 Olivos Street Missouri City, TX 77459",4.0,2796.0,5779.0,3.0,1,2.0,2022.0,False,77459,629000.0
20074,"2023 Olivos Street Missouri City, TX 77459",4.0,2492.0,3798.0,3.0,1,2.0,2022.0,False,77459,560500.0
20075,"1946 Olivos Street Missouri City, TX 77459",3.0,2087.0,3325.0,2.0,1,2.0,2022.0,False,77459,441000.0
20076,"2007 Olivos Street Missouri City, TX 77459",3.0,1794.0,3765.0,2.0,1,2.0,2022.0,False,77459,403500.0
20077,"2015 Olivos Street Missouri City, TX 77459",4.0,2786.0,5044.0,3.0,1,2.0,2022.0,False,77459,627000.0
20078,"1938 Olivos Street Missouri City, TX 77459",3.0,2243.0,3325.0,2.0,1,2.0,2022.0,False,77459,504500.0
20079,"2846 Scanlan Meadow Missouri City, TX 77459",3.0,1759.0,0.0,2.0,1,2.0,2022.0,False,77459,345240.0
20080,"2842 Scanlan Meadow Missouri City, TX 77459",3.0,1766.0,0.0,2.0,1,2.0,2022.0,False,77459,328965.0
20081,"2838 Scanlan Meadow Missouri City, TX 77459",3.0,1745.0,0.0,2.0,1,2.0,2022.0,False,77459,340290.0
20082,"3311 Glenn Lakes Lane Missouri City, TX 77459",4.0,2449.0,9357.0,2.0,1,1.0,1974.0,False,77459,331000.0
20083,"2834 Scanlan Meadow Missouri City, TX 77459",3.0,1458.0,0.0,2.0,1,2.0,2022.0,False,77459,305740.0
20084,"2830 Scanlan Meadow Missouri City, TX 77459",3.0,1762.0,0.0,2.0,1,2.0,2022.0,False,77459,345540.0
20085,"2715 Quail Creek Drive Missouri City, TX 77459",4.0,3041.0,5125.0,3.0,0,2.0,1973.0,False,77459,299900.0
20086,"3626 Finn Landing Lane Missouri City, TX 77459",4.0,2198.0,0.0,2.0,1,2.0,2022.0,False,77459,389990.0
20087,"9442 Starlight Oak Drive Missouri City, TX 77459",3.0,1908.0,0.0,2.0,1,2.0,2022.0,False,77459,369000.0
20088,"11714 N Michael Circle Missouri City, TX 77071",3.0,1801.0,7500.0,2.0,0,1.0,1962.0,False,77071,199900.0
20090,"1918 Pleasant Grove Drive Missouri City, TX 77459",5.0,3800.0,8348.0,4.0,1,2.0,2022.0,False,77459,717384.0
20091,"9011 Orchard Cove Missouri City, TX 77459",4.0,4410.0,10588.0,4.0,1,2.0,2022.0,False,77459,999900.0
20092,"12707 Nicole Court Missouri City, TX 77489",6.0,3346.0,13889.0,3.0,1,2.0,1994.0,False,77489,379000.0
20093,"2410 Glenn Lakes Lane Missouri City, TX 77459",3.0,2319.0,10608.0,2.0,1,2.0,1975.0,False,77459,369000.0
20094,"9207 Delacorte Lane Missouri City, TX 77459",5.0,4256.0,8750.0,4.0,1,2.0,2010.0,False,77459,599500.0
20095,"5830 La Crema Missouri City, TX 77459",4.0,2238.0,5175.0,2.0,1,2.0,2007.0,False,77459,340000.0
20096,"9010 Pleasant Cove Missouri City, TX 77459",4.0,3581.0,9983.0,3.0,1,1.0,2022.0,False,77459,854900.0
20097,"9007 Orchard Cove Missouri City, TX 77459",5.0,4428.0,10536.0,4.0,1,2.0,2022.0,False,77459,979900.0
20098,"1919 Golden Leaf Missouri City, TX 77459",5.0,3827.0,8443.0,4.0,1,2.0,2022.0,False,77459,814111.0
20099,"1922 Pleasant Grove Drive Missouri City, TX 77459",4.0,3800.0,8395.0,3.0,1,2.0,2022.0,False,77459,734267.0
20100,"1934 Pleasant Grove Drive Missouri City, TX 77459",4.0,2973.0,8777.0,3.0,2,1.5,2022.0,False,77459,776225.0
20102,"8107 Weeping Willow Place Missouri City, TX 77459",4.0,3112.0,7000.0,2.0,1,2.0,1998.0,False,77459,375000.0
20103,"1926 Pleasant Grove Drive Missouri City, TX 77459",5.0,3774.0,8427.0,4.0,1,2.0,2022.0,False,77459,729963.0
20104,"1550 Rustling Creek Drive Missouri City, TX 77459",3.0,1943.0,3874.0,2.0,1,2.0,2022.0,False,77459,360000.0
20106,"3707 Dry Creek Drive Missouri City, TX 77459",4.0,2839.0,0.0,3.0,1,2.0,2022.0,False,77459,515510.0
20107,"3018 Sophie Court Missouri City, TX 77459",4.0,2653.0,0.0,3.0,1,2.0,2022.0,False,77459,500000.0
20109,"9439 Starlight Oak Drive Missouri City, TX 77459",3.0,1943.0,0.0,2.0,1,2.0,2022.0,False,77459,372240.0
20110,"9443 Starlight Oak Drive Missouri City, TX 77459",3.0,1943.0,0.0,2.0,1,2.0,2022.0,False,77459,370000.0
20111,"9018 Pleasant Cove Missouri City, TX 77459",5.0,4599.0,10114.0,5.0,1,2.0,2022.0,False,77459,1049900.0
20112,"9023 Meadow Bridge Drive Missouri City, TX 77459",4.0,3459.0,8469.0,3.0,1,2.0,2022.0,False,77459,682857.0
20113,"8922 Pleasant Cove Missouri City, TX 77459",5.0,4428.0,11515.0,4.0,1,2.0,2022.0,False,77459,979900.0
20114,"2203 Red Fox Drive Missouri City, TX 77459",5.0,6374.0,22677.0,5.0,1,2.0,2015.0,True,77459,1335000.0
20116,"2819 Korinos Court Missouri City, TX 77459",3.0,2130.0,0.0,2.0,0,1.0,2022.0,False,77459,379995.0
20117,"1106 Griffith View Lane Missouri City, TX 77459",4.0,2098.0,0.0,2.0,0,1.0,2022.0,False,77459,385990.0
20118,"3559 Finn Landing Lane Missouri City, TX 77459",4.0,2152.0,0.0,2.0,0,1.0,2022.0,False,77459,383990.0
20119,"1814 Waters Branch Drive Missouri City, TX 77459",4.0,2585.0,6909.0,3.0,0,2.0,2022.0,False,77459,499000.0
20121,"2818 Korinos Court Missouri City, TX 77459",3.0,1836.0,0.0,2.0,0,1.0,2022.0,False,77459,364995.0
20122,"1802 Waters Branch Drive Missouri City, TX 77459",4.0,2454.0,6909.0,3.0,0,2.0,2022.0,False,77459,475000.0
20123,"3555 Finn Landing Lane Missouri City, TX 77459",4.0,2198.0,0.0,2.0,1,2.0,2022.0,False,77459,398990.0
20124,"9002 Bayou Springs Court Missouri City, TX 77459",4.0,3800.0,10295.0,3.0,1,2.0,2022.0,False,77459,759963.0
20125,"3507 Finn Landing Lane Missouri City, TX 77459",4.0,2618.0,0.0,3.0,0,2.0,2022.0,False,77459,427990.0
20126,"3511 Finn Landing Lane Missouri City, TX 77459",4.0,2098.0,0.0,2.0,0,1.0,2022.0,False,77459,376990.0
20127,"1002 Glenvale Dr Missouri City, TX 77459",4.0,2146.0,0.0,2.0,0,1.0,2022.0,False,77459,399990.0
20128,"9523 Shaded Tree Drive Missouri City, TX 77459",4.0,2949.0,8525.0,3.0,1,1.0,2022.0,False,77459,679900.0
20129,"3830 Shire Valley Drive Missouri City, TX 77459",3.0,1587.0,2444.0,2.0,1,2.0,2004.0,False,77459,215000.0
20130,"9406 Knollwood Lane Missouri City, TX 77459",4.0,3395.0,7630.0,3.0,1,2.0,2022.0,False,77459,749900.0
20131,"1931 Golden Leaf Drive Missouri City, TX 77459",4.0,3800.0,8555.0,3.0,1,2.0,2022.0,False,77459,729587.0
20132,"1907 Golden Leaf Drive Missouri City, TX 77459",4.0,3459.0,8321.0,3.0,1,2.0,2022.0,False,77459,693957.0
20133,"9015 Bayou Springs Court Missouri City, TX 77459",5.0,3700.0,11306.0,4.0,1,2.0,2022.0,False,77459,743861.0
20134,"1911 Golden Leaf Drive Missouri City, TX 77459",5.0,3762.0,8776.0,4.0,1,2.0,2022.0,False,77459,714557.0
20135,"1903 Golden Leaf Drive Missouri City, TX 77459",5.0,3800.0,8882.0,4.0,1,2.0,2022.0,False,77459,748138.0
20136,"9006 Bayou Springs Court Missouri City, TX 77459",5.0,3762.0,8015.0,4.0,1,2.0,2022.0,False,77459,719894.0
20137,"1927 Golden Leaf Drive Missouri City, TX 77459",5.0,3762.0,8508.0,4.0,1,2.0,2022.0,False,77459,739000.0
20138,"1935 Golden Leaf Drive Missouri City, TX 77459",5.0,3774.0,7981.0,4.0,1,2.0,2022.0,False,77459,738457.0
20139,"9018 Bayou Springs Court Missouri City, TX 77459",4.0,3050.0,7860.0,3.0,1,1.0,2022.0,False,77459,727478.0
20140,"8811 Morning Glow Drive Missouri City, TX 77459",4.0,3020.0,6616.0,3.0,1,2.0,2022.0,False,77459,540000.0
20141,"8815 Morning Glow Drive Missouri City, TX 77459",4.0,2869.0,6509.0,3.0,1,2.0,2022.0,False,77459,524000.0
20142,"2854 Scanlan Meadow Missouri City, TX 77459",3.0,1745.0,0.0,2.0,1,2.0,2022.0,False,77459,342590.0
20143,"2862 Scanlan Meadow Missouri City, TX 77459",3.0,1701.0,1701.0,2.0,1,2.0,2022.0,False,77459,331690.0
20144,"2858 Scanlan Meadow Missouri City, TX 77459",3.0,1457.0,0.0,2.0,1,2.0,2022.0,False,77459,305119.0
20145,"2850 Scanlan Meadow Missouri City, TX 77459",3.0,1766.0,0.0,2.0,1,2.0,2022.0,False,77459,346240.0
20146,"16126 Pipers Landing Court Missouri City, TX 77489",4.0,2660.0,7406.0,2.0,1,2.0,1995.0,False,77489,350000.0
20147,"4406 Roth Drive Missouri City, TX 77459",4.0,4666.0,12420.0,3.0,1,2.0,2004.0,False,77459,795000.0
20148,"2866 Scanlan Meadow Missouri City, TX 77459",3.0,1747.0,0.0,2.0,1,2.0,2022.0,False,77459,339640.0
20149,"1006 Bolton Drive Missouri City, TX 77489",4.0,1974.0,9480.0,2.0,0,1.0,1979.0,False,77489,275000.0
20150,"3414 Chambers Court Missouri City, TX 77459",4.0,2805.0,7536.0,2.0,1,2.0,2000.0,True,77459,419000.0
20151,"3134 Confederate South DR Drive Missouri City, TX 77459",4.0,2760.0,8969.0,2.0,0,1.0,1993.0,True,77459,339999.0
20152,"8706 Morning Glow Drive Missouri City, TX 77459",4.0,2827.0,7685.0,3.0,0,2.0,2022.0,False,77459,530000.0
20153,"2870 Scanlan Meadow Missouri City, TX 77459",3.0,1689.0,0.0,2.0,1,2.0,2022.0,False,77459,317490.0
20154,"3002 Roberta Sue Drive Missouri City, TX 77459",4.0,2501.0,0.0,3.0,1,2.0,2022.0,False,77459,469228.0
20155,"2219 Courtney Court Missouri City, TX 77459",3.0,1582.0,6046.0,2.0,1,1.0,1978.0,False,77459,244000.0
20156,"3419 Oaklawn Place Drive Missouri City, TX 77459",3.0,1445.0,5945.0,2.0,0,1.0,2006.0,False,77459,271000.0
20158,"10007 Crescent Wood Drive Missouri City, TX 77459",5.0,4305.0,0.0,5.0,1,2.0,2022.0,False,77459,835000.0
20159,"1930 Golden Leaf Missouri City, TX 77459",4.0,3009.0,9837.0,3.0,1,1.0,2022.0,False,77459,769651.0
20160,"6926 Sable River Drive Missouri City, TX 77459",4.0,3481.0,7933.0,3.0,1,2.0,2004.0,False,77459,499999.0
20161,"2935 Lazarina Lane Missouri City, TX 77459",3.0,1836.0,0.0,2.0,0,1.0,2022.0,False,77459,360189.0
20162,"4306 Stonebrook Lane Missouri City, TX 77459",4.0,2958.0,4865.0,3.0,1,2.0,2022.0,False,77459,695000.0
20163,"10027 Knollwood Lane Missouri City, TX 77459",5.0,4537.0,10309.0,4.0,2,2.0,2022.0,False,77459,887830.0
20164,"10311 Fountain Shore Drive Missouri City, TX 77459",4.0,4016.0,14127.0,4.0,1,1.0,2022.0,False,77459,921197.0
20165,"4314 Serenade Terrace Drive Missouri City, TX 77459",4.0,3276.0,4812.0,4.0,1,2.0,2022.0,False,77459,758000.0
20166,"16715 Lost Quail Drive Missouri City, TX 77489",3.0,2694.0,7128.0,2.0,1,2.0,1978.0,False,77489,270000.0
20167,"8818 Morning Glow Drive Missouri City, TX 77459",4.0,3104.0,7490.0,3.0,1,2.0,2022.0,False,77459,544000.0
20168,"9402 Shaded Tree Drive Missouri City, TX 77459",4.0,2737.0,7919.0,3.0,1,1.0,2022.0,False,77459,640900.0
20169,"15014 Carol Chase Circle Missouri City, TX 77489",4.0,2082.0,13112.0,2.0,0,1.0,1970.0,False,77489,253000.0
20170,"2007 Katalonia Lane Missouri City, TX 77459",3.0,2314.0,0.0,2.0,0,1.0,2022.0,False,77459,394995.0
20172,"10110 Native Grove Drive Missouri City, TX 77459",3.0,1979.0,0.0,3.0,0,2.0,2022.0,False,77459,459637.0
20173,"1731 Harvest Lake Drive Missouri City, TX 77459",4.0,2149.0,0.0,3.0,0,2.0,2022.0,False,77459,489060.0
20174,"10130 Water Harbor Drive Missouri City, TX 77459",3.0,2011.0,0.0,2.0,1,2.0,2022.0,False,77459,457324.0
20175,"10118 Water Harbor Drive Missouri City, TX 77459",3.0,1754.0,0.0,2.0,0,1.0,2022.0,False,77459,419525.0
20176,"1735 Harvest Lake Drive Missouri City, TX 77459",3.0,1979.0,0.0,3.0,0,2.0,2022.0,False,77459,429187.0
20177,"10114 Water Harbor Drive Missouri City, TX 77459",3.0,2011.0,0.0,2.0,1,2.0,2022.0,False,77459,439095.0
20178,"10110 Water Harbor Drive Missouri City, TX 77459",3.0,2063.0,0.0,2.0,1,2.0,2022.0,False,77459,439465.0
20179,"1714 Forest Mist Drive Missouri City, TX 77459",3.0,1979.0,0.0,3.0,0,2.0,2022.0,False,77459,439788.0
20180,"2919 Lazarina Lane Missouri City, TX 77459",3.0,2130.0,0.0,2.0,0,1.0,2022.0,False,77459,369995.0
20181,"2939 Lazarina Lane Missouri City, TX 77459",4.0,2961.0,0.0,2.0,1,2.0,2022.0,False,77459,424995.0
20182,"1802 Regent Mill Drive Missouri City, TX 77459",5.0,4537.0,0.0,4.0,2,2.0,2022.0,False,77459,850000.0
20183,"1715 Pleasant Grove Drive Missouri City, TX 77459",4.0,3520.0,9336.0,4.0,2,2.0,2022.0,False,77459,789981.0
20184,"9906 Regal Bend Drive Missouri City, TX 77459",5.0,4200.0,10143.0,4.0,1,2.0,2022.0,False,77459,882004.0
20185,"1934 Waters Branch Drive Missouri City, TX 77459",4.0,2270.0,6755.0,3.0,0,1.0,2022.0,False,77459,506458.0
20186,"9902 Regal Bend Drive Missouri City, TX 77459",4.0,3681.0,10631.0,4.0,0,1.0,2022.0,False,77459,799933.0
20187,"9007 Meadow Bridge Drive Missouri City, TX 77459",5.0,3816.0,7983.0,5.0,1,2.0,2022.0,False,77459,859532.0
20188,"2114 Waterfall Drive Missouri City, TX 77489",3.0,2492.0,8325.0,2.0,0,2.0,1983.0,False,77489,210000.0
20189,"9406 Shaded Tree Drive Missouri City, TX 77459",4.0,2934.0,7949.0,3.0,1,2.0,2022.0,False,77459,669900.0
20190,"9519 Shaded Tree Drive Missouri City, TX 77459",4.0,2934.0,9065.0,3.0,1,2.0,2022.0,False,77459,679900.0
20191,"8922 Meadow Bridge Drive Missouri City, TX 77459",4.0,3009.0,9286.0,3.0,0,1.0,2021.0,False,77459,679996.0
20192,"2923 Lazarina Lane Missouri City, TX 77459",4.0,2844.0,0.0,3.0,1,2.0,2022.0,False,77459,439995.0
20193,"9411 Orchard Trail Missouri City, TX 77459",4.0,3330.0,7727.0,3.0,1,2.0,2022.0,False,77459,699900.0
20194,"9402 Knollwood Lane Missouri City, TX 77459",4.0,2934.0,7644.0,3.0,1,2.0,2022.0,False,77459,659900.0
20195,"9515 Shaded Tree Drive Missouri City, TX 77459",4.0,3095.0,8595.0,3.0,1,2.0,2022.0,False,77459,728900.0
20196,"9002 Meadow Bridge Drive Missouri City, TX 77459",4.0,3050.0,8228.0,3.0,1,1.0,2022.0,False,77459,714993.0
20197,"1922 Waters Branch Drive Missouri City, TX 77459",4.0,2649.0,45.0,3.0,0,2.0,2022.0,False,77459,490000.0
20198,"9915 Oakwood Trail Missouri City, TX 77459",4.0,3810.0,0.0,3.0,1,1.0,2022.0,False,77459,735000.0
20199,"10015 Oakwood Trail Missouri City, TX 77459",5.0,4467.0,0.0,4.0,1,2.0,2022.0,False,77459,949990.0
20200,"9403 Shaded Tree Drive Missouri City, TX 77459",4.0,2935.0,8305.0,3.0,1,1.0,2022.0,False,77459,658900.0
20201,"2302 Pecan Valley Court Missouri City, TX 77459",5.0,2942.0,10963.0,3.0,1,2.0,1977.0,True,77459,299000.0
20202,"9407 Knollwood Lane Missouri City, TX 77459",4.0,2622.0,8061.0,3.0,0,1.0,2022.0,False,77459,609900.0
20203,"2003 Long Barrel Lane Missouri City, TX 77489",3.0,1589.0,7607.0,2.0,0,1.0,1978.0,False,77489,217700.0
20204,"1814 Regent Mill Drive Missouri City, TX 77459",5.0,3696.0,10135.0,4.0,1,2.0,2022.0,False,77459,799990.0
20205,"2931 Lazarina Lane Missouri City, TX 77459",3.0,2526.0,0.0,2.0,1,2.0,2022.0,False,77459,389995.0
20206,"10806 Cobblecreek Way Missouri City, TX 77459",5.0,2150.0,4160.0,3.0,1,2.0,2004.0,False,77459,288000.0
20207,"2927 Lazarina Lane Missouri City, TX 77459",3.0,1944.0,0.0,2.0,0,1.0,2022.0,False,77459,369995.0
20208,"8807 Laurel Crest Drive Missouri City, TX 77459",4.0,3426.0,7816.0,3.0,1,2.0,2022.0,False,77459,634987.0
20209,"2018 Pembrook Place Missouri City, TX 77459",4.0,2857.0,8113.0,3.0,0,2.0,2020.0,False,77459,485000.0
20211,"9022 Delta Place Court Missouri City, TX 77459",4.0,3050.0,8754.0,3.0,1,1.0,2022.0,False,77459,699998.0
20212,"5723 Sonoma Ridge Missouri City, TX 77459",4.0,2196.0,3750.0,2.0,1,2.0,2005.0,False,77459,308000.0
20213,"1558 Rustling Creek Drive Missouri City, TX 77459",3.0,1638.0,4590.0,2.0,0,1.0,2022.0,False,77459,329990.0
